"Id";"Type";"Nature";"Caracteristique"
2460;"intérieur";"cotte";
2461;"ajusté";"gipon";
2462;"tête";"chaperon";
2463;"sous vêtement";"tunique";
2464;"extérieur";"mantel";
2465;"extérieur";"mantel";
2466;"ajusté";"gipon";
2467;"tête";"chaperon";
2468;"extérieur";"mantel";
2469;"ajusté";"gipon";
2470;"religieux";"habit";
2471;"sous vêtement";"chausses";
2472;"sous vêtement";"chausses";
2473;"parure";"chaussure";
2474;"intérieur";"malecotte";
2475;"sous vêtement";"chausses";
2476;"parure";"chaussure";
2477;"vêtement";"veste";
2478;"extérieur";"houpelande";
2479;"intérieur";"cotte";
2480;"intérieur";"cotte";
2481;"sous vêtement";"chausses";
2482;"tête";"chaperon";
2483;"sous vêtement";"chausses";
2484;"tête";"chaperon";
2485;"intérieur";"cotte";
2486;"ajusté";"gipon";
2487;"intérieur";"malecotte";
2488;"sous vêtement";"chausses";
2489;"vêtement";"veste";
2490;"vêtement";"veste";
2491;"intérieur";"cotte";
2492;"tête";"chaperon";
2493;"extérieur";"mantel";
2494;"intérieur";"cotte";
2495;"tête";"chaperon";
2496;"intérieur";"cotte";
2497;"intérieur";"cotte";
2498;"tête";"chaperon";
2499;"vêtement";"veste";
2500;"religieux";"dalmatique";
2501;"religieux";"tunique";
2502;"religieux";"chasuble";
2503;"sous vêtement";"chemise";
2504;"sous vêtement";"chemise (chiviserie)";
2505;"mobilier";"coussin";
2506;"extérieur";"mantel";
2507;"mobilier";"couverture de chariot";
2508;"sous vêtement";"chausses";
2509;"intérieur";"cotte";
2510;"sous vêtement";"chausses";
2511;"extérieur";"mantel";"double"
2512;"extérieur";"mantel";"petit"
2513;"tête";"chaperon";
2514;"intérieur";"malecotte";
2515;"intérieur";"cotte";
2516;"tête";"chaperon";
2517;"intérieur";"robe";
2518;"mobilier";"couverture de chariot";
2519;"intérieur";"robe";
2520;"mobilier";"couverture de chariot";
2521;"extérieur";"mantel";
2522;"parure";"berret";
2523;"intérieur";"cotte";
2524;"vêtement";"veste";
2525;"vêtement";"veste";
2526;"vêtement";"veste";
2527;"intérieur";"corset";
2528;"intérieur";"cotte";
2529;"extérieur";"mantel";
2530;"cheval";"couverture de selle";
2531;"extérieur";"mantel";
2532;"intérieur";"malecotte";
2533;"tête";"chaperon";
2534;"mobilier";"couverture de chariot";
2535;"vêtement";"veste";
2536;"tête";"chaperon";
2537;"intérieur";"cotte";
2538;"tête";"chaperon";
2539;"intérieur";"cotte";
2540;"tête";"chaperon";
2541;"vêtement";"veste";
2542;"sous vêtement";"chausses";
2543;"sous vêtement";"chausses";
2544;"extérieur";"mantel";
2545;"intérieur";"cotte";
2546;"intérieur";"cotte";
2547;"tête";"chaperon";
2548;"intérieur";"cotte";
2549;"tête";"chaperon";
2551;"sous vêtement";"chausses";
2552;"ajusté";"gipon";
2553;"ajusté";"gipon";
2554;"parure";"manche";
2555;"parure";"manche";
2556;"sous vêtement";"pelisson";
2557;"intérieur";"cotte";
2558;"sous vêtement";"tunique";
2559;"cheval";"selle";
2560;"tête";"berret";
2561;"tête";"chapeau";"large"
2562;"tête";"chapeau";
2563;"tête";"berret";
2564;"parure";"gant";
2565;"religieux";"habit";
2566;"extérieur";"mantel";
2567;"mobilier";"couverture";
2568;"extérieur";"mantel";
2569;"intérieur";"malecotte";
2570;"sous vêtement";"chausses";
2571;"extérieur";"mantel";"double"
2572;"tête";"chaperon";
2573;"ajusté";"jaque";
2574;"intérieur";"malecotte";
2575;"sous vêtement";"chausses";
2576;"intérieur";"malecotte";
2577;"sous vêtement";"chausses";
2578;"vêtement";"veste";"entier"
2579;"extérieur";"mantel";
2580;"mobilier";"pennon de trompette";"armes duc de bourbon"
2581;"vêtement";"robe";
2582;"sous vêtement";"chausses";
2583;"sous vêtement";"chausses";
2584;"sous vêtement";"chausses";
2585;"sous vêtement";"chausses";
2586;"sous vêtement";"chausses";
2587;"sous vêtement";"chausses";
2588;"sous vêtement";"chausses";
2589;"tête";"chaperon";
2590;"sous vêtement";"chausses";
2591;"cheval";"couverture de selle";
2592;"tête";"chapeau";
2593;"sous vêtement";"chausses";
2594;"extérieur";"mantel";
2595;"intérieur";"cotte";
2596;"extérieur";"mantel";
2597;"intérieur";"corset";
2598;"sous vêtement";"chausses";
2599;"intérieur";"robe";
2600;"intérieur";"robe";
2601;"ajusté";"gipon";
2602;"sous vêtement";"chausses";
2603;"tête";"chaperon";
2604;"mobilier";"couverture de cage à péroquet";
2605;"intérieur";"malecotte";
2606;"autre";"inconnue";
2607;"sous vêtement";"drap linge";
2609;"intérieur";"robe";
2610;"ajusté";"gipon";
2611;"ajusté";"gipon";
2612;"mobilier";"chambre";
2613;"intérieur";"cotte";
2614;"intérieur";"robe";
2615;"sous vêtement";"pelisson";
2616;"extérieur";"houpelande";
2617;"ajusté";"gipon";
2618;"extérieur";"mantel";
2619;"intérieur";"cotte";
2620;"intérieur";"cotte";
2621;"intérieur";"malecotte";
2622;"intérieur";"cotte";
2623;"tête";"chaperon";
2624;"sous vêtement";"chausses";
2625;"sous vêtement";"gonelle";
2626;"sous vêtement";"chausses";
2627;"vêtement";"veste";
2628;"sous vêtement";"chausses";
2629;"parure";"manche";
2630;"tête";"chaperon";
2631;"sous vêtement";"chausses";
2632;"intérieur";"cotte";
2633;"sous vêtement";"chausses";
2634;"tête";"chaperon";
2635;"tête";"chaperon";
2636;"sous vêtement";"chausses";
2637;"sous vêtement";"chausses";
2638;"vêtement";"veste";
2639;"intérieur";"cotte";
2640;"intérieur";"cotte";"à chevaucher"
2641;"vêtement";"veste";
2642;"vêtement";"veste";
2643;"extérieur";"mantel";"petit rond"
2644;"ajusté";"gipon";
2645;"sous vêtement";"chausses";
2646;"tête";"chaperon";
2647;"sous vêtement";"chausses";
2648;"sous vêtement";"chausses";
2649;"vêtement";"veste";
2650;"vêtement";"veste";
2651;"vêtement";"veste";
2652;"sous vêtement";"gonelle";
2653;"vêtement";"veste";
2654;"extérieur";"mantel";
2655;"sous vêtement";"chausses";
2656;"sous vêtement";"chausses";
2657;"intérieur";"robe";
2658;"sous vêtement";"chausses";
2659;"sous vêtement";"chausses";
2660;"sous vêtement";"chausses";
2661;"ajusté";"gipon";
2662;"sous vêtement";"chausses";
2663;"tête";"chaperon";
2664;"tête";"chaperon";
2665;"intérieur";"cotte";
2666;"sous vêtement";"chausses";
2667;"tête";"chaperon";
2668;"vêtement";"veste";
2669;"sous vêtement";"chausses";
2670;"autre";"inconnue";
2671;"extérieur";"mantel";
2672;"parure";"rebord";
2673;"sous vêtement";"chausses";
2674;"sous vêtement";"chausses";
2675;"ajusté";"gipon";
2676;"sous vêtement";"chausses";
2677;"tête";"chaperon";
2678;"intérieur";"cotte";
2679;"tête";"chaperon";
2680;"sous vêtement";"chausses";
2681;"intérieur";"cotte";
2682;"intérieur";"cotte";
2683;"intérieur";"robe";
2684;"vêtement";"veste";"noir"
2685;"tête";"barete";
2686;"extérieur";"houpelande";
2687;"sous vêtement";"blanchet";
2688;"extérieur";"houpelande";
2689;"extérieur";"houpelande";
2690;"extérieur";"houpelande";
2691;"parure";"manche";
2692;"sous vêtement";"pelisson";
2693;"sous vêtement";"pelisson";
2694;"mobilier";"couverture de selle";
2695;"ajusté";"gipon";
2696;"extérieur";"houpelande";
2697;"extérieur";"mantel";
2698;"autre";"inconnue";
2699;"intérieur";"cotte";
2700;"sous vêtement";"pelisson";
2701;"intérieur";"corset";
2702;"intérieur";"cotte";"à chevaucher"
2703;"intérieur";"cotte";
2704;"tête";"chaperon";
2705;"intérieur";"cotte";
2706;"tête";"chaperon";
2707;"extérieur";"mantel";
2708;"autre";"sac d'emballage";
2709;"autre";"fondaris";
2710;"mobilier";"mantil";
2711;"mobilier";"tuallia";
2712;"ajusté";"gipon";
2713;"mobilier";"parement";
2714;"cheval";"chabraque";
2715;"cheval";"quiblis";
2716;"militaire";"cotte";"à armer"
2717;"ajusté";"gipon";
2718;"cheval";"quiblis";
2719;"extérieur";"sac";
2720;"parure";"manche";
2721;"militaire";"gantellet";"à jouter"
2722;"intérieur";"corset";
2723;"parure";"manche";
2724;"intérieur";"corset";
2725;"tête";"chaperon";
2726;"extérieur";"sac";
2727;"parure";"manche";
2728;"mobilier";"couverture";
2729;"tête";"barete";
2730;"extérieur";"mantel";"court"
2731;"parure";"chausson";
2732;"extérieur";"houpelande";
2733;"sous vêtement";"chemise";
2734;"sous vêtement";"bracata";
2735;"extérieur";"mantel";
2736;"cheval";"selle";
2737;"tête";"barete";
2738;"tête";"barete";"de nuit"
2739;"parure";"gant";
2740;"ajusté";"gipon";
2741;"extérieur";"mantel";
2742;"extérieur";"mantel";
2743;"extérieur";"houpelande";
2744;"intérieur";"robe";
2745;"extérieur";"mantel";
2746;"intérieur";"robe";
2747;"tête";"chaperon";
2748;"extérieur";"mantel";"double"
2749;"intérieur";"cotte";
2750;"sous vêtement";"chausses";
2751;"extérieur";"mantel";
2752;"ajusté";"gipon";
2753;"sous vêtement";"chausses";
2754;"autre";"sac de pain";
2755;"intérieur";"cotte";
2756;"tête";"chaperon";
2757;"extérieur";"mantel";
2758;"sous vêtement";"chausses";
2759;"intérieur";"robe";
2760;"autre";"emballage";
2761;"mobilier";"tuallia";
2762;"sous vêtement";"pelisson";
2763;"intérieur";"robe";
2764;"intérieur";"corset";
2765;"tête";"coiffe";
2766;"extérieur";"mantel";
2767;"extérieur";"mantel";
2768;"intérieur";"cotte";
2769;"autre";"emballage";
2770;"intérieur";"cotte";
2771;"intérieur";"robe";
2772;"intérieur";"cotte";
2773;"intérieur";"cotte";
2774;"religieux";"habit";
2775;"extérieur";"houpelande";
2776;"sous vêtement";"chausses";
2777;"extérieur";"mantel";
2778;"intérieur";"cotte";
2779;"intérieur";"corset";
2780;"tête";"chaperon";
2781;"parure";"manche";
2782;"tête";"barete";
2783;"intérieur";"robe";
2784;"intérieur";"robe";"long"
2785;"intérieur";"robe";
2786;"extérieur";"mantel";
2787;"parure";"rebord";
2788;"autre";"emballage";
2789;"intérieur";"cotte";
2790;"intérieur";"robe";
2791;"sous vêtement";"pelisson";
2792;"extérieur";"mantel";"court"
2793;"vêtement";"veste";
2794;"intérieur";"robe";
2795;"ajusté";"landier";
2796;"tête";"chaperon";
2797;"intérieur";"tunique";
2798;"extérieur";"houpelande";
2799;"extérieur";"houpelande";
2800;"parure";"rebord";
2801;"autre";"emballage";
2802;"extérieur";"mantel";"court"
2803;"parure";"manche";
2804;"sous vêtement";"blanchet";
2805;"intérieur";"robe";
2806;"extérieur";"mantel";
2807;"intérieur";"cotte";
2808;"extérieur";"mantel";
2809;"intérieur";"cotte";
2810;"extérieur";"mantel";"long"
2811;"intérieur";"cotte";
2812;"extérieur";"mantel";
2813;"sous vêtement";"chausses";
2814;"parure";"bouton";
2815;"cheval";"couverture de selle";
2816;"ajusté";"gipon";
2817;"sous vêtement";"chausses";
2818;"tête";"chaperon";
2819;"cheval";"couverture de selle";
2820;"extérieur";"houpelande";
2821;"intérieur";"robe";
2822;"intérieur";"robe";
2823;"sous vêtement";"tunique";
2824;"tête";"chaperon";
2825;"sous vêtement";"chausses";
2826;"intérieur";"robe";
2827;"vêtement";"veste";
2828;"parure";"manche";
2829;"autre";"emballage";
2830;"tête";"chapeau";"large"
2831;"intérieur";"robe";"partité"
2832;"parure";"besan";
2833;"parure";"sonail";
2834;"vêtement";"veste";"long"
2835;"tête";"chapeau";"à plume"
2836;"sous vêtement";"chausses";
2837;"sous vêtement";"chausses";
2838;"extérieur";"mantel";
2839;"tête";"chaperon";
2840;"extérieur";"mantel";
2841;"tête";"chaperon";
2842;"sous vêtement";"chausses";
2843;"sous vêtement";"tunique";
2844;"parure";"manche";
2845;"intérieur";"cotte";"à chevaucher"
2846;"parure";"manche";
2847;"sous vêtement";"chausses";
2848;"parure";"manche";
2849;"intérieur";"robe";
2850;"extérieur";"mantel";
2851;"intérieur";"cotte";
2852;"tête";"chaperon";
2853;"intérieur";"robe";
2854;"sous vêtement";"chausses";
2855;"intérieur";"robe";
2856;"intérieur";"robe";
2857;"intérieur";"cotte";"à chevaucher"
2858;"tête";"chaperon";
2859;"sous vêtement";"chausses";
2860;"tête";"chaperon";"orlaturis"
2861;"ajusté";"gipon";
2862;"sous vêtement";"chausses";
2863;"intérieur";"cotte";
2864;"sous vêtement";"chausses";
2865;"intérieur";"cotte";
2866;"extérieur";"mantel";
2867;"extérieur";"mantel";
2868;"sous vêtement";"chausses";
2869;"sous vêtement";"chausses";
2870;"ajusté";"landier";
2871;"tête";"chaperon";"double"
2872;"sous vêtement";"chausses";
2873;"tête";"chaperon";
2874;"sous vêtement";"chausses";
2875;"sous vêtement";"chausses";
2876;"intérieur";"cotte";
2877;"intérieur";"cotte";
2878;"tête";"barete";
2879;"extérieur";"mantel";
2880;"ajusté";"gipon";
2881;"sous vêtement";"chausses";
2882;"tête";"chaperon";
2883;"intérieur";"cotte";
2884;"tête";"chaperon";
2885;"extérieur";"mantel";
2886;"ajusté";"gipon";
2887;"tête";"chaperon";
2888;"sous vêtement";"chausses";
2889;"intérieur";"cotte";
2890;"extérieur";"mantel";
2891;"sous vêtement";"tunique";
2892;"tête";"chaperon";
2893;"intérieur";"cotte";
2894;"intérieur";"corset";
2895;"extérieur";"mantel";
2896;"extérieur";"houpelande";
2897;"extérieur";"houpelande";
2898;"sous vêtement";"pelisson";
2899;"autre";"emballage";
2900;"sous vêtement";"pelisson";
2901;"sous vêtement";"pelisson";
2902;"sous vêtement";"pelisson";
2903;"extérieur";"mantel";
2904;"extérieur";"mantel";
2905;"parure";"chausson";
2906;"sous vêtement";"chausses";
2907;"extérieur";"houpelande";
2908;"sous vêtement";"blanchet";
2909;"intérieur";"robe";
2910;"intérieur";"robe";"long"
2911;"sous vêtement";"blanchet";
2912;"extérieur";"mantel";"double"
2913;"intérieur";"robe";"long"
2914;"sous vêtement";"chausses";
2915;"parure";"chapeau";"Grand"
2916;"extérieur";"mantel";"double"
2917;"extérieur";"mantel";"court"
2918;"intérieur";"robe";
2919;"parure";"manche";"long"
2920;"extérieur";"houpelande";
2921;"extérieur";"houpelande";
2922;"intérieur";"malecotte";
2923;"sous vêtement";"chausses";
2924;"sous vêtement";"chausses";
2925;"tête";"barete";
2926;"parure";"gant";
2927;"tête";"chapeau";
2928;"intérieur";"robe";
2929;"sous vêtement";"chausses";
2930;"intérieur";"robe";
2931;"ajusté";"gipon";
2932;"intérieur";"robe";
2933;"sous vêtement";"chausses";
2934;"intérieur";"robe";
2935;"extérieur";"mantel";"long"
2936;"extérieur";"houpelande";"long"
2937;"ajusté";"landier";
2938;"tête";"chaperon";"double"
2939;"sous vêtement";"chausses";
2940;"intérieur";"cotte";
2941;"tête";"chaperon";
2942;"extérieur";"mantel";"double à chevaucher"
2943;"ajusté";"landier";
2944;"tête";"chaperon";"double"
2945;"sous vêtement";"chausses";
2946;"extérieur";"houpelande";
2947;"tête";"chapeau";
2948;"ajusté";"gipon";
2949;"ajusté";"gipon";
2950;"intérieur";"corset";
2951;"parure";"gant";"d'angleterre"
2952;"tête";"chapeau";
2953;"ajusté";"gipon";
2955;"autre";"emballage";
2956;"ajusté";"landier";
2957;"intérieur";"robe";"grand"
2958;"sous vêtement";"blanchet";
2959;"ajusté";"gipon";
2960;"ajusté";"landier";
2961;"ajusté";"gipon";
2962;"ajusté";"landier";
2963;"ajusté";"landier";"long"
2964;"extérieur";"mantel";"double fronçé chevaucher"
2965;"extérieur";"mantel";
2966;"extérieur";"mantel";
2967;"intérieur";"malecotte";
2968;"tête";"chaperon";
2969;"extérieur";"mantel";
2970;"extérieur";"mantel";
2971;"extérieur";"houpelande";
2972;"ajusté";"gipon";
2973;"sous vêtement";"chausses";
2974;"tête";"chaperon";
2975;"extérieur";"houpelande";
2976;"tête";"chaperon";
2977;"cheval";"couverture de selle";
2978;"intérieur";"cotte";
2979;"tête";"chaperon";
2980;"intérieur";"malecotte";
2981;"tête";"barete";
2982;"intérieur";"cotte";"long"
2983;"extérieur";"sac";"long"
2984;"intérieur";"cotte";
2985;"tête";"chaperon";
2986;"intérieur";"corset";
2987;"intérieur";"cotte";
2988;"extérieur";"mantel";
2989;"extérieur";"mantel";"petit"
2990;"sous vêtement";"pelisson";
2991;"mobilier";"chambre";"à careaux rouge et gris"
2992;"mobilier";"chambre";"brodé"
2993;"intérieur";"robe";"entier"
2994;"extérieur";"mantel";
2995;"tête";"chaperon";
2996;"ajusté";"gipon";
2997;"ajusté";"gipon";
2998;"autre";"emballage";
2999;"tête";"chapeau";
3000;"parure";"chausson";
3001;"autre";"emballage";
3002;"intérieur";"cotte";
3003;"intérieur";"cotte";
3004;"tête";"chaperon";
3005;"sous vêtement";"chausses";
3006;"intérieur";"cotte";
3007;"extérieur";"sac";
3008;"cheval";"couverture de selle";
3009;"ajusté";"gipon";
3010;"sous vêtement";"chausses";
3011;"sous vêtement";"chausses";
3012;"sous vêtement";"chausses";
3013;"extérieur";"houpelande";
3014;"parure";"mitaine";
3015;"sous vêtement";"chausses";
3016;"cheval";"selle";
3017;"religieux";"habit";
3018;"sous vêtement";"chausses";
3019;"extérieur";"manche";
3020;"ajusté";"gipon";
3021;"tête";"barete";
3022;"parure";"aiguillette";
3023;"extérieur";"sac";
3024;"parure";"écusson";"armes de savoie"
3025;"intérieur";"cotte";
3026;"tête";"chaperon";
3027;"extérieur";"mantel";
3028;"tête";"chaperon";
3029;"sous vêtement";"chausses";
3030;"autre";"emballage";
3031;"intérieur";"cotte";
3032;"tête";"chaperon";
3033;"sous vêtement";"chausses";
3034;"ajusté";"gipon";
3035;"autre";"emballage";
3036;"intérieur";"robe";
3037;"extérieur";"mantel";
3038;"extérieur";"mantel";
3039;"extérieur";"mantel";
3040;"extérieur";"houpelande";
3041;"extérieur";"manche";
3042;"tête";"chaperon";
3043;"sous vêtement";"chausses";
3044;"ajusté";"gipon";
3045;"extérieur";"houpelande";
3046;"sous vêtement";"chausses";
3047;"extérieur";"mantel";"double"
3048;"extérieur";"mantel";"long de parade"
3049;"cheval";"couverture de selle";
3050;"ajusté";"jaque";"volante"
3051;"extérieur";"mantel";
3052;"intérieur";"cotte";
3053;"sous vêtement";"chausses";
3054;"tête";"chaperon";
3055;"intérieur";"robe";
3056;"extérieur";"houpelande";
3057;"tête";"chaperon";
3058;"intérieur";"corset";
3059;"parure";"manche";
3060;"tête";"chaperon";
3061;"intérieur";"robe";
3062;"extérieur";"houpelande";
